artist_key,width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,medium_support_bucket,artist_works_log,is_extreme_aspect_ratio,is_training_candidate,_track6_row_id,artist_works_count_train
yoon suk one,150.0,150.0,4.0,22500.0,10.021270588192513,1.0,True,False,oil,canvas,oil__canvas,3.6635616461296463,False,True,35928,38
hyun jung kim,100.0,100.0,,10000.0,9.210340371976184,1.0,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,35930,29
kim chang young,92.0,203.0,,18676.0,9.834994556090829,2.2065217391304346,False,False,mixed_media,wood,mixed_media__wood,3.1780538303479458,False,True,35931,23
jiyoon kim,193.9,130.3,,25265.17,10.137182046379406,1.4881043745203375,False,False,oil,canvas,oil__canvas,3.8501476017100584,False,True,35932,46
haru lee,72.2,60.5,,4368.1,8.382083410935577,1.1933884297520665,False,False,mixed_media,canvas,mixed_media__canvas,2.0794415416798357,False,True,35933,7
yoon suk one,130.0,130.0,7.0,16900.0,9.735068900911164,1.0,True,False,oil,canvas,oil__canvas,3.6635616461296463,False,True,35934,38
hwang hosuk 황호석,90.9,65.1,,5917.59,8.685684550397957,1.3963133640552998,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,35935,23
heeju moon,65.1,90.9,,5917.59,8.685684550397957,1.3963133640552998,False,False,mixed_media,canvas,mixed_media__canvas,2.0794415416798357,False,True,35937,7
tae hyun lee,72.7,60.6,,4405.62,8.390636277614743,1.1996699669966997,False,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,35938,11
sejin hong,145.5,227.0,,33028.5,10.40512610409295,1.5601374570446735,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,35939,19
kim chang young,52.0,66.0,,3432.0,8.140898460607852,1.2692307692307692,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,35940,23
hyunmo yang,53.0,53.0,,2809.0,7.940583827104244,1.0,False,False,oil,canvas,oil__canvas,4.23410650459726,False,True,35941,68
jaehyug choi 최재혁,90.9,65.1,,5917.59,8.685684550397957,1.3963133640552998,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,35942,29
kim chang young,41.0,55.0,,2255.0,7.720905251936779,1.3414634146341464,False,False,mixed_media,wood,mixed_media__wood,3.1780538303479458,False,True,35944,23
kim25,50.0,50.0,,2500.0,7.824046010856292,1.0,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,35945,51
seongbin gam,38.0,38.0,,1444.0,7.275172319452771,1.0,False,False,oil,canvas,oil__canvas,2.772588722239781,False,True,35947,15
hyun jung kim,130.3,97.0,,12639.1,9.444550462634185,1.343298969072165,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,35950,29
sunwon chang,162.0,227.0,,36774.0,10.512546352713787,1.4012345679012346,False,False,mixed_media,canvas,mixed_media__canvas,0.6931471805599453,False,True,35951,1
jiyoon kim,45.5,53.0,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,canvas,oil__canvas,3.8501476017100584,False,True,35953,46
heeju moon,65.1,90.9,,5917.59,8.685684550397957,1.3963133640552998,False,False,oil,canvas,oil__canvas,2.0794415416798357,False,True,35956,7
yeon hwa kwak,90.9,72.7,3.0,6608.43,8.796101385722906,1.250343878954608,True,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,35958,11
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,35959,121
hye eun kang,45.5,45.5,,2070.25,7.63542465191381,1.0,False,False,oil,panel,oil__panel,1.9459101490553132,False,True,35960,6
you hyeonkyeong,66.0,93.0,,6138.0,8.722254235179681,1.4090909090909092,False,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,35961,4
eunjin kim 김은진,112.0,145.0,,16240.0,9.69523261371567,1.2946428571428572,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,35962,10
mira song,46.0,35.5,,1633.0,7.398174092970465,1.295774647887324,False,False,mixed_media,canvas,mixed_media__canvas,0.6931471805599453,False,True,35964,1
seula yi,145.5,112.1,,16310.55,9.69956741668966,1.2979482604817127,False,False,oil,canvas,oil__canvas,3.4339872044851463,False,True,35965,30
jungwon bac,65.0,98.0,,6370.0,8.759354748566208,1.5076923076923077,False,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,35967,6
gyul e kim,71.8,87.7,4.0,6296.86,8.747806375432315,1.2214484679665738,True,False,mixed_media,canvas,mixed_media__canvas,3.688879454113936,False,True,35968,39
jung jungyeob,130.0,130.0,,16900.0,9.735068900911164,1.0,False,False,oil,canvas,oil__canvas,3.044522437723423,False,True,35970,20
sangmyun lee 이상면,72.7,90.9,,6608.43,8.796101385722906,1.250343878954608,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,35971,10
byung wang cho,50.0,72.7,,3635.0,8.19836438996762,1.454,False,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,35973,18
deokhwan yoon,60.6,72.7,,4405.62,8.390636277614743,1.1996699669966997,False,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,35974,11
hyun jung kim,120.0,120.0,,14400.0,9.574983485564092,1.0,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,35975,29
jimin im,30.0,30.0,,900.0,6.802394763324311,1.0,False,False,oil,canvas,oil__canvas,0.6931471805599453,False,True,35978,1
kyumin hwang,31.3,21.3,,666.69,6.5023251702614875,1.4694835680751173,False,False,mixed_media,paper,mixed_media__paper,4.02535169073515,False,True,35979,55
hyung koo kang,194.0,159.0,,30846.0,10.33676236128356,1.220125786163522,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,35981,14
winter gyeoul kim,120.0,150.0,,18000.0,9.798127036878302,1.25,False,False,mixed_media,linen,mixed_media__linen,4.110873864173311,False,True,35982,60
oh jieun,22.7,15.8,,358.66,5.882374864520278,1.4367088607594936,False,False,oil,canvas,oil__canvas,1.791759469228055,False,True,35983,5
suzy yoo,90.9,72.7,,6608.43,8.796101385722906,1.250343878954608,False,False,oil,canvas,oil__canvas,2.833213344056216,False,True,35984,16
soonjae,60.6,50.5,,3060.3,8.026268229356583,1.2,False,False,mixed_media,unknown,mixed_media__unknown,2.995732273553991,False,True,35985,19
jihyung nam,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,35986,14
kim25,37.9,37.9,,1436.41,7.269902224176762,1.0,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,35987,51
lee sujin b 1983,25.8,17.9,,461.82,6.135175204774281,1.4413407821229052,False,False,oil,linen,oil__linen,3.4011973816621555,False,True,35988,29
minyoung kim,25.0,20.5,,512.5,6.239300711012564,1.2195121951219512,False,False,oil,linen,oil__linen,1.791759469228055,False,True,35990,5
kim nam pyo,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,1.6094379124341005,False,True,35991,4
sj park,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,35993,10
hee bae,130.0,130.0,,16900.0,9.735068900911164,1.0,False,False,oil,canvas,oil__canvas,1.3862943611198906,False,True,35995,3
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,35996,121
do you hwang,45.5,53.0,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,canvas,oil__canvas,5.53338948872752,False,True,35997,252
eunhyea choi,53.0,45.0,,2385.0,7.776954403322442,1.1777777777777778,False,False,oil,canvas,oil__canvas,3.044522437723423,False,True,36000,20
gyeore lee,57.0,60.5,,3448.5,8.145694632871345,1.0614035087719298,False,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,36002,11
eunchae yi 이은채,60.6,60.6,,3672.36,8.208589786150538,1.0,False,False,oil,canvas,oil__canvas,2.1972245773362196,False,True,36003,8
soonjae,50.0,40.0,,2000.0,7.600902459542082,1.25,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,36004,19
byung wang cho,72.7,116.8,,8491.36,9.0468044549336,1.6066024759284732,False,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36005,18
parkha,53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,2.302585092994046,False,True,36006,9
choi eun hyea,181.8,181.8,,33051.240000000005,10.405814363486757,1.0,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36008,45
soyung lee,45.0,58.0,,2610.0,7.867105500316739,1.288888888888889,False,False,oil,paper,oil__paper,3.80666248977032,False,True,36009,44
dongseung lim,112.0,81.0,,9072.0,9.112948025967532,1.382716049382716,False,False,oil,linen,oil__linen,2.3978952727983707,False,True,36011,10
parkha,53.0,45.4,2.0,2406.2,7.785804018599424,1.1674008810572687,True,False,oil,canvas,oil__canvas,2.302585092994046,False,True,36012,9
byung kwan kim,80.3,60.6,3.0,4866.18,8.490064514027985,1.325082508250825,True,False,oil,linen,oil__linen,2.833213344056216,False,True,36013,16
choi eun hyea,72.7,60.6,,4405.62,8.390636277614743,1.1996699669966997,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36014,45
kee tae kim,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,2.8903717578961645,False,True,36015,17
jennifer hur,45.5,53.0,4.5,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,2.3978952727983707,False,True,36016,10
lee hyo youn,91.0,116.7,,10619.7,9.27046604580936,1.2824175824175823,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36017,121
junyoung kang,131.0,161.0,,21091.0,9.956601688185614,1.2290076335877862,False,False,mixed_media,wood,mixed_media__wood,1.791759469228055,False,True,36018,5
dan kim,165.0,135.0,3.0,22275.0,10.01122025233901,1.2222222222222223,True,False,oil,panel,oil__panel,1.791759469228055,False,True,36019,5
byung wang cho,72.7,53.0,3.0,3853.1,8.256633298091595,1.3716981132075472,True,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36020,18
sejin hong,53.0,33.8,,1791.4,7.490752716041095,1.5680473372781067,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,36022,19
hyunmo yang,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,4.23410650459726,False,True,36023,68
winter gyeoul kim,45.5,53.0,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.110873864173311,False,True,36025,60
jong jun kim,146.0,89.0,4.0,12994.0,9.472242991440476,1.6404494382022472,True,False,oil,canvas,oil__canvas,2.6390573296152584,False,True,36026,13
hyunmo yang,53.0,53.0,,2809.0,7.940583827104244,1.0,False,False,oil,canvas,oil__canvas,4.23410650459726,False,True,36027,68
lee sujin b 1983,72.7,100.0,,7270.0,8.891511570527564,1.3755158184319118,False,False,oil,linen,oil__linen,3.4011973816621555,False,True,36029,29
lee sujin b 1983,27.3,22.0,,600.6,6.39792915554923,1.240909090909091,False,False,oil,linen,oil__linen,3.4011973816621555,False,True,36030,29
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36032,121
eunyoung choi,91.0,116.8,3.5,10628.8,9.271322576910975,1.2835164835164834,True,False,oil,canvas,oil__canvas,2.1972245773362196,False,True,36033,8
jihyung nam,162.0,97.0,,15714.0,9.662307313735766,1.6701030927835052,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36039,14
jong jun kim,55.0,30.0,3.0,1650.0,7.408530566894626,1.8333333333333333,True,False,oil,canvas,oil__canvas,2.6390573296152584,False,True,36040,13
kim25,53.0,80.3,,4255.9,8.356061534504837,1.5150943396226415,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,36042,51
kang kukjin,116.6,91.0,,10610.6,9.26960878043324,1.2813186813186812,False,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,36043,4
hwang hosuk 황호석,72.7,72.7,,5285.29,8.572682769078947,1.0,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,36044,23
kim25,130.0,130.0,,16900.0,9.735068900911164,1.0,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,36045,51
jungwon bac,89.0,61.0,,5429.0,8.599510233905452,1.459016393442623,False,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,36046,6
lee hyo youn,60.6,72.7,,4405.62,8.390636277614743,1.1996699669966997,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36047,121
kang yehsine,79.0,60.0,,4740.0,8.463792414689122,1.3166666666666669,False,False,oil,canvas,oil__canvas,4.2626798770413155,False,True,36048,70
suzy yoo,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,canvas,oil__canvas,2.833213344056216,False,True,36050,16
lee hyo youn,91.0,116.7,,10619.7,9.27046604580936,1.2824175824175823,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36052,121
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36053,121
lee hyo youn,72.7,90.0,,6543.0,8.78615105486974,1.237964236588721,False,False,oil,canvas,oil__canvas,4.804021044733257,False,True,36054,121
eunjin kim 김은진,163.0,417.0,,67971.0,11.126836422605564,2.558282208588957,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,36055,10
sang ha yoon,40.0,28.0,,1120.0,7.02108396428914,1.4285714285714286,False,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,36056,6
choi eun hyea,19.0,19.0,,361.0,5.8888779583328805,1.0,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36057,45
seok ho kim,195.0,140.0,,27300.0,10.21464198117305,1.3928571428571428,False,False,oil,linen,oil__linen,2.302585092994046,False,True,36058,9
yura seo,45.5,45.5,,2070.25,7.63542465191381,1.0,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,36059,10
sou kim heungsou kim,33.5,24.0,,804.0,6.6895992691789665,1.3958333333333333,False,False,oil,canvas,oil__canvas,0.6931471805599453,False,True,36061,1
jihyung nam,90.9,60.6,,5508.540000000001,8.614054894258702,1.5,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36063,14
byung wang cho,116.5,72.7,3.0,8469.550000000001,9.04423265754523,1.602475928473177,True,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36064,18
byung wang cho,72.7,100.0,3.0,7270.0,8.891511570527564,1.3755158184319118,True,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36067,18
dongseung lim,190.0,150.0,,28500.0,10.257659366256744,1.2666666666666666,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,36069,10
haru lee,40.0,40.0,,1600.0,7.377758908227872,1.0,False,False,mixed_media,canvas,mixed_media__canvas,2.0794415416798357,False,True,36071,7
dawha jeon,165.0,124.0,,20460.0,9.926227039505616,1.3306451612903225,False,False,oil,canvas,oil__canvas,1.0986122886681098,False,True,36073,2
lee sejun,50.0,50.0,,2500.0,7.824046010856292,1.0,False,False,mixed_media,linen,mixed_media__linen,1.0986122886681098,False,True,36074,2
sejin hong,227.0,162.0,,36774.0,10.512546352713787,1.4012345679012346,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,36076,19
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36077,121
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36079,121
lee hyo youn,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36080,121
lee hyo youn,31.8,40.9,,1300.62,7.170596352834887,1.2861635220125784,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36081,121
jung jungyeob,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,3.044522437723423,False,True,36082,20
hyung koo kang,259.0,194.0,,50246.0,10.824686220762866,1.3350515463917525,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36085,14
jihyung nam,110.0,110.0,,12100.0,9.400960731584831,1.0,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36086,14
kee tae kim,100.2,80.3,,8046.06,8.99293780960348,1.2478206724782068,False,False,oil,canvas,oil__canvas,2.8903717578961645,False,True,36088,17
suzy yoo,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,canvas,oil__canvas,2.833213344056216,False,True,36089,16
kim25,72.7,60.6,,4405.62,8.390636277614743,1.1996699669966997,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,36090,51
yiseo,91.0,72.7,,6615.7,8.797200891056324,1.2517193947730398,False,False,oil,canvas,oil__canvas,2.302585092994046,False,True,36091,9
yoon suk one,162.0,112.0,3.0,18144.0,9.80609520652748,1.4464285714285714,True,False,oil,canvas,oil__canvas,3.6635616461296463,False,True,36092,38
yongseok oh b 1974,32.0,24.0,,768.0,6.643789733147672,1.3333333333333333,False,False,oil,canvas,oil__canvas,0.6931471805599453,False,True,36095,1
sung won kwon,45.5,60.5,,2752.75,7.9203556909937,1.3296703296703296,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36098,45
oh wonbae,80.0,80.0,,6400.0,8.764053269347762,1.0,False,False,oil,paper,oil__paper,3.218875824868201,False,True,36099,24
jeongyoon oh,90.9,60.6,,5508.540000000001,8.614054894258702,1.5,False,False,oil,canvas,oil__canvas,3.091042453358316,False,True,36100,21
choi eun hyea,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36101,45
yoon suk one,150.0,150.0,4.0,22500.0,10.021270588192513,1.0,True,False,oil,canvas,oil__canvas,3.6635616461296463,False,True,36102,38
zikseong jeong,72.7,91.0,,6615.7,8.797200891056324,1.2517193947730398,False,False,oil,canvas,oil__canvas,4.204692619390966,False,True,36104,66
keunjoong kim,162.3,226.8,,36809.64000000001,10.513515046374144,1.3974121996303142,False,False,oil,canvas,oil__canvas,3.4339872044851463,False,True,36108,30
hyoyoun lee,112.0,162.0,,18144.0,9.80609520652748,1.4464285714285714,False,False,oil,linen,oil__linen,3.6375861597263857,False,True,36110,37
jae hyeon kim,65.1,65.1,,4238.009999999999,8.351849098429048,1.0,False,False,oil,canvas,oil__canvas,3.258096538021482,False,True,36111,25
lee changhyo,73.0,73.0,,5329.0,8.580918882296782,1.0,False,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,36112,4
jeongyoon oh,90.9,65.1,,5917.59,8.685684550397957,1.3963133640552998,False,False,oil,canvas,oil__canvas,3.091042453358316,False,True,36113,21
hyun jin kwon,50.0,50.0,,2500.0,7.824046010856292,1.0,False,False,oil,canvas,oil__canvas,1.3862943611198906,False,True,36114,3
jennifer hur,72.5,60.5,3.5,4386.25,8.386229926897425,1.1983471074380163,True,False,mixed_media,canvas,mixed_media__canvas,2.3978952727983707,False,True,36115,10
kim25,188.0,82.3,,15472.4,9.646813070512971,2.284325637910085,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,36116,51
hyun jung kim,130.3,97.0,,12639.1,9.444550462634185,1.343298969072165,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,36117,29
sang ha yoon,162.0,245.0,,39690.0,10.588854545777112,1.5123456790123455,False,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,36118,6
hwang hosuk 황호석,73.0,60.5,,4416.5,8.393102806185187,1.206611570247934,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,36119,23
jeongyoon oh,53.0,40.9,,2167.7,7.681421976600878,1.2958435207823962,False,False,oil,canvas,oil__canvas,3.091042453358316,False,True,36120,21
jaein park,130.0,89.0,,11570.0,9.356170820187725,1.4606741573033708,False,False,mixed_media,canvas,mixed_media__canvas,2.1972245773362196,False,True,36121,8
lee dong youb,65.0,91.0,,5915.0,8.685246776412487,1.4,False,False,oil,canvas,oil__canvas,0.6931471805599453,False,True,36124,1
lee hyo youn,45.5,45.5,,2070.25,7.63542465191381,1.0,False,False,mixed_media,linen,mixed_media__linen,4.804021044733257,False,True,36126,121
byung kwan kim,90.9,72.7,3.0,6608.43,8.796101385722906,1.250343878954608,True,False,oil,linen,oil__linen,2.833213344056216,False,True,36127,16
hyeseung lee,27.0,22.0,,594.0,6.386879319362645,1.2272727272727273,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,36130,19
yeon hwa kwak,33.4,21.2,1.5,708.0799999999999,6.562557081660621,1.5754716981132075,True,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,36132,11
tae hyun lee,40.9,31.8,,1300.62,7.170596352834887,1.2861635220125784,False,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,36133,11
jae hyeon kim,116.8,80.3,,9379.04,9.146232691346842,1.4545454545454546,False,False,oil,canvas,oil__canvas,3.258096538021482,False,True,36134,25
seongbin gam,34.0,34.0,,1156.0,7.052721049232323,1.0,False,False,mixed_media,unknown,mixed_media__unknown,2.772588722239781,False,True,36136,15
jong jun kim,78.5,140.0,4.0,10990.0,9.304741047397666,1.78343949044586,True,False,oil,canvas,oil__canvas,2.6390573296152584,False,True,36137,13
jaehyug choi 최재혁,181.8,227.3,,41323.14000000001,10.629177912601875,1.2502750275027503,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,36140,29
byung wang cho,72.7,116.8,,8491.36,9.0468044549336,1.6066024759284732,False,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36141,18
seula yi,72.7,90.9,,6608.43,8.796101385722906,1.250343878954608,False,False,oil,canvas,oil__canvas,3.4339872044851463,False,True,36143,30
hyoyoun lee,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,mixed_media,linen,mixed_media__linen,3.6375861597263857,False,True,36144,37
lee hyo youn,116.7,72.7,,8484.09,9.045947923831983,1.6052269601100413,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36147,121
eunju kim,37.9,45.5,,1724.45,7.452663438045286,1.200527704485488,False,False,oil,canvas,oil__canvas,4.1588830833596715,False,True,36149,63
yoon byungwoon,130.0,130.0,,16900.0,9.735068900911164,1.0,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,36150,10
hwang hosuk 황호석,73.0,73.0,,5329.0,8.580918882296782,1.0,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,36151,23
tae hyun lee,45.5,37.9,,1724.45,7.452663438045286,1.200527704485488,False,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,36152,11
hyun jung kim,73.0,73.0,,5329.0,8.580918882296782,1.0,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,36154,29
gyul e kim,22.0,22.0,4.2,484.0,6.182084906716632,1.0,True,False,mixed_media,canvas,mixed_media__canvas,3.688879454113936,False,True,36155,39
suzy yoo,53.0,45.5,,2411.5,7.788004239509027,1.164835164835165,False,False,oil,canvas,oil__canvas,2.833213344056216,False,True,36156,16
hyung koo kang,194.0,259.0,,50246.0,10.824686220762866,1.3350515463917525,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36158,14
do min,80.0,200.0,,16000.0,9.680344001221918,2.5,False,False,oil,canvas,oil__canvas,3.091042453358316,False,True,36162,21
daeun an,65.1,53.0,,3450.2999999999997,8.146216462766645,1.228301886792453,False,False,oil,canvas,oil__canvas,1.791759469228055,False,True,36163,5
byung wang cho,100.0,80.3,3.0,8030.0,8.990939806940807,1.2453300124533002,True,False,oil,canvas,oil__canvas,2.9444389791664403,False,True,36164,18
kee tae kim,91.0,72.7,,6615.7,8.797200891056324,1.2517193947730398,False,False,oil,canvas,oil__canvas,2.8903717578961645,False,True,36165,17
hye eun kang,37.9,45.5,,1724.45,7.452663438045286,1.200527704485488,False,False,oil,panel,oil__panel,1.9459101490553132,False,True,36166,6
yeon hwa kwak,90.9,72.7,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,oil,canvas,oil__canvas,2.4849066497880004,False,True,36170,11
choi eun hyea,72.7,90.9,,6608.43,8.796101385722906,1.250343878954608,False,False,oil,canvas,oil__canvas,3.828641396489095,False,True,36171,45
moah son 손모아,45.5,60.6,,2757.3,7.922007219032173,1.3318681318681318,False,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,36172,6
chansong kim,34.8,27.3,,950.04,6.8565040889713424,1.2747252747252746,False,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,36173,4
byung kwan kim,72.7,53.0,3.0,3853.1,8.256633298091595,1.3716981132075472,True,False,oil,linen,oil__linen,2.833213344056216,False,True,36174,16
lee hyo youn,30.0,60.0,,1800.0,7.495541943884256,2.0,False,False,oil,linen,oil__linen,4.804021044733257,False,True,36175,121
bae minyoung,130.3,162.2,,21134.66,9.958669625812112,1.244819646968534,False,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,36177,4
kim25,97.0,145.5,,14113.5,9.55488706511493,1.5,False,False,oil,canvas,oil__canvas,3.951243718581427,False,True,36178,51
hyung koo kang,144.0,140.0,,20160.0,9.911455722185304,1.0285714285714285,False,False,mixed_media,metal,mixed_media__metal,2.70805020110221,False,True,36179,14
dan kim,165.0,135.0,3.0,22275.0,10.01122025233901,1.2222222222222223,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,36180,5
jung jungyeob,130.0,194.0,,25220.0,10.135392609518911,1.4923076923076923,False,False,oil,canvas,oil__canvas,3.044522437723423,False,True,36181,20
jae hyeon kim,116.8,80.3,,9379.04,9.146232691346842,1.4545454545454546,False,False,oil,canvas,oil__canvas,3.258096538021482,False,True,36182,25
yura seo,45.5,45.5,,2070.25,7.63542465191381,1.0,False,False,oil,canvas,oil__canvas,2.3978952727983707,False,True,36184,10
hanok kim,80.3,100.0,,8030.0,8.990939806940807,1.2453300124533002,False,False,mixed_media,canvas,mixed_media__canvas,1.9459101490553132,False,True,36185,6
winter gyeoul kim,115.0,90.0,,10350.0,9.244741798693514,1.2777777777777777,False,False,mixed_media,fabric,mixed_media__fabric,4.110873864173311,False,True,36186,60
sejin hong,53.0,65.2,,3455.6000000000004,8.14775138248473,1.230188679245283,False,False,oil,canvas,oil__canvas,2.995732273553991,False,True,36187,19
jeamin seung 승지민,45.5,53.0,,2411.5,7.788004239509027,1.164835164835165,False,False,mixed_media,canvas,mixed_media__canvas,2.0794415416798357,False,True,36188,7
jang seung keun,37.9,37.9,,1436.41,7.269902224176762,1.0,False,False,oil,canvas,oil__canvas,2.70805020110221,False,True,36189,14
parkha,116.8,91.0,3.5,10628.8,9.271322576910975,1.2835164835164834,True,False,oil,canvas,oil__canvas,2.302585092994046,False,True,36190,9
hyoyoun lee,116.7,91.0,,10619.7,9.27046604580936,1.2824175824175823,False,False,mixed_media,linen,mixed_media__linen,3.6375861597263857,False,True,36191,37
byul kim,193.3,390.9,,75560.97,11.232695159013195,2.022245214692188,False,False,oil,canvas,oil__canvas,2.302585092994046,False,True,36193,9
hwang hosuk 황호석,89.0,145.0,,12905.0,9.465370112152714,1.6292134831460674,False,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,36195,23
hyoyoun lee,91.0,91.0,,8281.0,9.0217190130337,1.0,False,False,mixed_media,linen,mixed_media__linen,3.6375861597263857,False,True,36196,37
eunyoung choi,55.0,46.0,2.0,2530.0,7.835974581721566,1.1956521739130437,True,False,oil,canvas,oil__canvas,2.1972245773362196,False,True,36197,8
lee hyo youn,116.7,91.0,,10619.7,9.27046604580936,1.2824175824175823,False,False,mixed_media,linen,mixed_media__linen,4.804021044733257,False,True,36198,121
hyun jung kim,60.0,60.0,,3600.0,8.1886891244442,1.0,False,False,oil,canvas,oil__canvas,3.4011973816621555,False,True,36199,29
