,,,,,,,,,,,,,
,idx,재료(지지체),도구(매체),건수,,idx,수집 재료,건수,난트 기준 재료(지지체),난트 기준 도구(매체),비고,비고2,비고3
,,,,,,3851,"relief-printed etching, lithograph, aquatint, engraving and screenprint on paper",1,종이,"릴리프, 석판, 아쿼틴트, 인그레이빙, 실크스크린",,,
,,,,,,3852,acrylic and mixed media on paper mounted on panel,1,종이,"아크릴릭, 혼합재료",,,
,,,,,,3853,"water, acrylic, matt varnish on canvas",1,캔버스,아크릴릭,,,
,,,,,,3854,acrylic on rice paper sack,1,종이,아크릴릭,,,
,,,,,,3855,digital C-print on Fuji crystal,1,종이,디지털 C-프린트,,,
,,,,,,3856,color photoetching,1,종이,에칭,,,
,,,,,,3857,plexiglass serigraphy,1,종이,실크스크린,,,
,,,,,,3858,"lithograph, screenprint, etching, aquatint, relief and embossing in colors, on TGL handmade paper",1,종이,"석판, 에칭, 아쿼틴트, 릴리프, 엠보싱",,,
,,,,,,3859,"mother of pearl, mixed media on wooden board",1,목재,혼합재료,,,
,,,,,,3860,"etching, drypoint",1,종이,"에칭, 드라이포인트",,,
,,,,,,3861,c-print mounted on artist's frame,1,종이,디지털 C-프린트,,,
,,,,,,3862,Mother-of-pearl and tortoiseshell on wood,1,목재,기타,분류 미매칭,,
,,,,,,3863,"Iron, carved and engraved wood",1,없음,조각,,,
,,,,,,3864,watercolor and color on paper,1,종이,수채,,,
,,,,,,3865,steel plate and stone,1,금속,기타,분류 미매칭,,
,,,,,,3866,"3 TV monitors, cello parts, acrylic cases, neon tubing, 2 DVD-R discs, 2 DVD players",1,기타,아크릴,,학습 제외,
,,,,,,3867,"FRP, emamel paint on metal",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3868,"acrylic, colored pencil and collage on paper",1,종이,"아크릴릭, 색연필, 콜라주",,,
,,,,,,3869,"acrylic, colored pencil and pen on cardboard",1,목재,"아크릴릭, 색연필, 펜",,,
,,,,,,3870,screenprint on Arches wove paper,1,종이,실크스크린,,,
,,,,,,3871,캔버스에 마운트한 종이에 아크릴릭,1,종이,아크릴릭,,,
,,,,,,3872,"woodcut, collagraphy, monotype",1,종이,"목판, 콜라그래피(모노타이프)",,,
,,,,,,3873,"oil on linen paper, wood frame",1,종이,유채,,,
,,,,,,3874,"plastic bag,wood frame,plate glass",1,목재,기타,분류 미매칭,,
,,,,,,3875,"Ink on paper, color on paper",1,종이,수묵,,,
,,,,,,3876,color on print,1,기타,채색,,학습 제외,
,,,,,,3877,종이부조에 아크릴릭,1,종이,"종이부조, 아크릴릭",,,
,,,,,,3878,칼라 오프셋 석판화,1,종이,오프셋 프린트,,,
,,,,,,3879,Ink on paper fan,1,종이,수묵,,,
,,,,,,3880,캔버스에 종이 꼴라쥬,1,캔버스,기타,분류 미매칭,,
,,,,,,3881,iron and mixed media,1,금속,혼합재료,,,
,,,,,,3882,mixed media and collage on canvas,1,캔버스,혼합재료,,,
,,,,,,3883,캔버스에 마운트한 종이에 혼합재료,1,캔버스,혼합재료,,,
,,,,,,3884,"offset lithograph on lightweight, off-white wove paper",1,종이,오프셋 프린트,,,
,,,,,,3885,"캔버스에 오일, 잉크",1,캔버스,"유채, 잉크",,,
,,,,,,3886,"oil on canvas, 1 box",1,캔버스,유채,,,
,,,,,,3887,보드에 아크릴릭,1,보드,아크릴릭,,,
,,,,,,3888,플랙시 글라스 위에 채색 커플러 프린트,1,기타,채색,,학습 제외,
,,,,,,3889,화이트 벨벳에 울트라크롬잉크 프린트,1,섬유,디지털 피그먼트 프린트,,,
,,,,,,3890,"American black walnut, hickory, rosewood",1,목재,기타,분류 미매칭,,
,,,,,,3891,inkjet on lenticular acrylic in aluminium frame,1,알루미늄 패널,렌티큘러 프린트,,,
,,,,,,3892,한지에 아크릴릭,1,한지,아크릴릭,,,
,,,,,,3893,"water color and pencil on paper, wood, metal",1,종이,연필/드로잉,,학습 제외,
,,,,,,3894,"screen print on maple wood, print",1,목재,기타,분류 미매칭,,
,,,,,,3895,크리스탈,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3896,유약을 바른 자기,1,없음,도자,,,
,,,,,,3897,polyester plush in Dior denim and suit with original presentation boxes,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3898,"metal, fabricated plastic, one hundred candy cases and five wheels",1,섬유,섬유,,학습 제외,
,,,,,,3899,cast resin polychrome sculpture,1,없음,조각,,,
,,,,,,3900,pencil and colored pencil on envelope,1,봉투,"연필, 색연필",,,
,,,,,,3901,"polystone, flocky processing and mixed media",1,기타,혼합재료,,학습 제외,
,,,,,,3902,"collage, drawing on paper",1,종이,연필/드로잉,,학습 제외,
,,,,,,3903,"Carved on wood, mixed media on wood",1,목재,혼합재료,,,
,,,,,,3904,"캔버스에 유채, 아크릴릭",1,캔버스,"유채, 아크릴릭",,,
,,,,,,3905,etching and aquatint with embossing in black and grey on wove paper,1,종이,"에칭, 아쿼틴트, 엠보싱",,,
,,,,,,3906,oil and colored pencil on cardboard,1,보드,"유채, 색연필",,,
,,,,,,3907,screenprint in colors with protective glaze on Somerset Satin paper,1,종이,실크스크린,,,
,,,,,,3908,"television monitor, 2 stones, 2pcs of steel, CD/DVD player",1,금속,기타,분류 미매칭,,
,,,,,,3909,lithograph on Somerset paper,1,종이,석판,,,
,,,,,,3910,archival pigment inks on Crane Museo Max paper,1,종이,수묵,,,
,,,,,,3911,silkscreen on Somerset Satin paper,1,종이,실크스크린,,,
,,,,,,3912,etching and aquatint in colours,1,종이,"에칭, 아쿼틴트",,,
,,,,,,3913,"oil, gouache and tempera on canvas",1,캔버스,"유채, 과슈, 템페라",,,
,,,,,,3914,soil and mixed media on canvas,1,캔버스,"흙, 혼합 재료",,,
,,,,,,3915,"Ink, color and gold on silk",1,비단,수묵,,,
,,,,,,3916,"캔버스에 아크릴릭, 라인 테이프",1,캔버스,"아크릴릭, 혼합재료",,,
,,,,,,3917,"video, LED TV",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3918,mixed media on woodpanel,1,목재,혼합재료,,,
,,,,,,3919,gouache on cotton,1,캔버스,수채,,,
,,,,,,3920,ink jet print on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3921,"종이에 수묵채색, 인두, 코팅",1,종이,수묵,,,
,,,,,,3922,acrylic on squared manuscript paper,1,종이,아크릴릭,,,
,,,,,,3923,mixed media on cloth mounted on board,1,목재,혼합재료,,,
,,,,,,3924,mixed media on cloth,1,섬유,혼합재료,,,
,,,,,,3925,"bronze, cement",1,없음,조각,,,
,,,,,,3926,"bronze, granite",1,없음,조각,,,
,,,,,,3927,패널위에 아크릴릭,1,패널,아크릴릭,,,
,,,,,,3928,"종이에 먹, 비단에 수묵",1,종이,수묵,,,
,,,,,,3929,"oak, papercord",1,종이,기타,분류 미매칭,,
,,,,,,3930,"brass, beech, leather",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3931,"polychromed steel, fabric",1,금속,섬유,,,
,,,,,,3932,"steel, chrome, plywood",1,목재,기타,분류 미매칭,,
,,,,,,3933,brush pen on paper,1,종이,펜,,,
,,,,,,3934,"천, 철",1,금속,기타,분류 미매칭,,
,,,,,,3935,ultra chrome ink printed on canvas,1,캔버스,수묵,,,
,,,,,,3936,3 colour foil block on 300gsm Arches 88 archival paper,1,종이,박,,,
,,,,,,3937,칼라 석판화,1,종이,석판,,,
,,,,,,3938,"마대에 연필, 유채",1,캔버스,"연필, 유채",,,
,,,,,,3939,광목에 닥,1,캔버스,기타,분류 미매칭,,
,,,,,,3940,etching and aquatint on shaped copper plates printed on Arches Aquarelle watercolor paper,1,종이,수채,,,
,,,,,,3941,"ink on paper, silk",1,종이,수묵,,,
,,,,,,3942,"Printed on paper, Mixed media on wood",1,종이,혼합재료,,,
,,,,,,3943,캔버스에 마운트한 종이위에 채색,1,캔버스,채색,,,
,,,,,,3944,캔버스에 마운트한 종이 위에 먹물과 아크릴릭,1,종이,"수묵, 아크릴릭",,,
,,,,,,3945,"color, gouache, marker, colored pencil and pen on paper",1,종이,수채,,,
,,,,,,3946,acrylic and conte on linen,1,캔버스,"아크릴릭, 콘테",,,
,,,,,,3947,"캔버스, 나무에 아크릴릭",1,캔버스,아크릴,,학습 제외,
,,,,,,3948,"Mixed media, print",1,기타,혼합재료,,학습 제외,
,,,,,,3949,silkscreen print with glazes on paper,1,종이,실크스크린,,,
,,,,,,3950,"oil on canvas, aluminum plate, wooden panel",1,캔버스,유채,,,
,,,,,,3951,mixed media on canvas with wooden frame,1,캔버스,혼합재료,,,
,,,,,,3952,"Photographs, printed on paper",1,종이,사진/디지털,,학습 제외,
,,,,,,3953,archival ink-jet printed on paper,1,종이,수묵,,,
,,,,,,3954,Korean ink and color on Korean paper,1,종이,수묵,,,
,,,,,,3955,"color on wooden tray, color and mixed media on wooden tray",1,목재,채색,,,
,,,,,,3956,"hand assembled polymer fiberglass, stereo with FM radio, bluetooth, USB port, headphone jack and Yamaha speaker system",1,기타,섬유,,학습 제외,
,,,,,,3957,oil and colored pencil on canvas,1,캔버스,"유채, 색연필",,,
,,,,,,3958,colored silver leaf plated on ultrachrome printed paper,1,종이,기타,분류 미매칭,,
,,,,,,3959,acrylic on canvas / frame,1,캔버스,아크릴릭,,,
,,,,,,3960,oil on colour photograph,1,종이,"디지털 프린트, 유채",,,
,,,,,,3961,"캔버스에 아크릴릭, 목탄",1,캔버스,"아크릴릭, 목탄",,,
,,,,,,3962,Carved and colored on stone,1,없음,조각,,,
,,,,,,3963,알루미늄 프레임에 람다 프린트,1,알루미늄 패널,디지털 C-프린트,,,
,,,,,,3964,종이에 실크스크린 프린트,1,종이,실크스크린,,,
,,,,,,3965,조각된 목판에 잉크,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3966,"Mixed media on paper, print",1,종이,혼합재료,,,
,,,,,,3967,"금, 비단에 수묵채색",1,비단,수묵,,,
,,,,,,3968,Screen print,1,종이,실크스크린,분류 미매칭,,
,,,,,,3969,acrylic on rice paper sack and Korean paper,1,한지,"아크릴릭, 콜라주",,,
,,,,,,3970,"Mixed media on wood, carved on stone",1,목재,혼합재료,,,
,,,,,,3971,"종이에 수묵채색, 종이에 먹",1,종이,수묵,,,
,,,,,,3972,"Ink and color on paper, print",1,종이,수묵,,,
,,,,,,3973,"캔버스에 아크릴릭, 혼합재료",1,캔버스,"아크릴릭, 혼합재료",,,
,,,,,,3974,screenprint on Saunders Waterford paper,1,종이,실크스크린,,,
,,,,,,3975,LED and painted FRP,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3976,닥종이에 잉크,1,종이,기타,분류 미매칭,,
,,,,,,3977,"acrylic on canvas, in 3 parts",1,캔버스,아크릴릭,,,
,,,,,,3978,wooden charcoal on panel,1,목재,목탄,,,
,,,,,,3979,"painted stone on concrete base, in 12 parts",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3980,water color on paper,1,종이,채색,,,
,,,,,,3981,pencil on paper / color on paper,1,종이,채색,,,
,,,,,,3982,gold ground tempera on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3983,polyester plush and stuffing,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3984,hand painted wood cutout,1,목재,기타,분류 미매칭,,
,,,,,,3985,스티로폼 위에 채색,1,기타,채색,,학습 제외,
,,,,,,3986,"Mother-of-pearl on wood, mixed media",1,목재,혼합재료,,,
,,,,,,3987,"oil, colored pencil and pen on paper",1,종이,"유채, 색연필, 펜",,,
,,,,,,3988,acrylic pen and paint on printed canvas,1,캔버스,"디지털 프린트, 아크릴릭",,,
,,,,,,3989,screenprint on sprayed aluminium,1,금속,실크스크린,,,
,,,,,,3990,"plush, steel",1,금속,기타,분류 미매칭,,
,,,,,,3991,cotton,1,섬유,기타,분류 미매칭,학습 제외,
,,,,,,3992,에칭판화,1,종이,에칭,,,
,,,,,,3993,"offset lithograph, book",1,종이,오프셋 프린트,,,
,,,,,,3994,"tapestry, hand-printed on wool",1,섬유,섬유,,학습 제외,
,,,,,,3995,hand-applied paintstik and silica on two sheets of handmade paper,1,종이,기타,분류 미매칭,,
,,,,,,3996,캔버스위에 오일파스텔,1,캔버스,오일 파스텔,,,
,,,,,,3997,porcelain (base included),1,없음,도자,,,
,,,,,,3998,ceramic ashtray,1,없음,도자,,,
,,,,,,3999,Carved on coral,1,없음,조각,,,
,,,,,,4000,lenticular in aluminum frame,1,종이,렌티큘러 프린트,,,
,,,,,,4001,"colorpen, pencil on paper",1,종이,"펜, 연필",,,
,,,,,,4002,나무에 밀크페인트,1,목재,기타,분류 미매칭,,
,,,,,,4003,Lambda C type print,1,종이,디지털 C-프린트,,,
,,,,,,4004,"watch, plush doll",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4005,oil on cardboard,1,보드,유채,,,
,,,,,,4006,"color, mixed media and Korean paper collage on paper",1,종이,혼합재료,,,
,,,,,,4007,mixed media on styrofoam laid on canvas,1,캔버스,혼합재료,,,
,,,,,,4008,"etching, aluminum",1,종이,에칭,,,
,,,,,,4009,oil stick and pancil on canvas,1,캔버스,"오일스틱, 연필",,,
,,,,,,4010,oil stick and acylic on canvas,1,캔버스,"오일스틱, 아크릴릭",,,
,,,,,,4011,color on paper laid on panel,1,종이,채색,,,
,,,,,,4012,color on korean paper mounted on canvas,1,캔버스,채색,,,
,,,,,,4013,spray print on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,4014,digital collage and edition pigment print on canvas,1,캔버스,디지털 피그먼트 프린트,,,
,,,,,,4015,archival pigment inks on Crane Museo Mas 365...,1,종이,디지털 피그먼트 프린트,,,
,,,,,,4016,"digital print with screen printed ink, delicate meta…",1,종이,"디지털 프린트, 실크스크린",,,
,,,,,,4017,oil on paper mounted on board,1,종이,유채,,,
,,,,,,4018,oil on gold leaf on linen,1,캔버스,"유채, 금박",,,
,,,,,,4019,8-color inkjet print on cotton - fiber archival paper…print) image :,1,종이,디지털 프린트,,,
,,,,,,4020,"12 colour screen print on Mohawk, Supreme 130...",1,종이,실크스크린,분류 미매칭,,
,,,,,,4021,5 color screenpriint on somerset tud sized satin p…,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4022,"charcoal, acrylic and UV-vsmish on canvas",1,캔버스,"아크릴릭, 목탄",,,
,,,,,,4023,mixed media on canvasd,1,캔버스,혼합재료,,,
,,,,,,4024,"1)acrylic on canvas,2)acrylic…",1,캔버스,아크릴,,학습 제외,
,,,,,,4025,lithograph on Zerkall Alt Meiss…,1,종이,석판,,,
,,,,,,4026,cement and stone,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4027,color on paper laid on paper,1,종이,채색,,,
,,,,,,4028,ink and color on paper,1,종이,수묵,,,
,,,,,,4029,acrylic on Korean paper moun..,1,한지,아크릴릭,,,
,,,,,,4030,acrylic and mixed media on ca…,1,캔버스,"아크릴릭, 혼합재료",,,
,,,,,,4031,pigment color and acrylic on K…,1,한지,"채색, 아크릴릭",,,
,,,,,,4032,oil and conte on canvas,1,캔버스,"유채, 콘테",,,
,,,,,,4033,nine colour lithographic print o…,1,종이,석판,,,
,,,,,,4034,캔버스 유채,1,캔버스,유채,,,
,,,,,,4035,아크릴릭 패널에 실크스크린,1,아크릴 패널,실크스크린,,,
,,,,,,4036,아르슈지에 먹,1,종이,수묵,,,
,,,,,,4037,감지,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4038,캔버스에 금은화,1,캔버스,기타,분류 미매칭,,
,,,,,,4039,비닐 풍선,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4040,스텐실/스프레이,1,종이,"스텐실, 스프레이",분류 미매칭,,
,,,,,,4041,캔버스에 금화,1,캔버스,기타,분류 미매칭,,
,,,,,,4042,화이트 크리스탈,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4043,와인잔,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4044,감지백서,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4045,UV 프린팅,1,종이,UV 프린트,분류 미매칭,,
,,,,,,4046,와인병,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4047,"활자본(4책), 목판본(1책)",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4048,종이에 연필·펜,1,종이,"연필, 펜",,,
,,,,,,4049,"상·하-활자본, 건·곤-목판본",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4050,"29책-석판본, 4책-필사본",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4051,직물에 매직,1,섬유,마커,,,
,,,,,,4052,"목판, 지본묵서",1,종이,수묵,,,
,,,,,,4053,"캔버스에 종이 부조, 안료",1,캔버스,기타,분류 미매칭,,
,,,,,,4054,"코튼종이에 아크릴릭, 수채, 잉크",1,종이,"아크릴릭, 수채, 잉크",,,
,,,,,,4055,몰스킨 종이에 오일 파스텔,1,종이,오일 파스텔,,,
,,,,,,4056,"세라믹, 목판화",1,종이,목판,,학습 제외,
,,,,,,4057,금지채색,1,금속지,채색,,,
,,,,,,4058,"그림-견본채색, 글-지본묵서",1,종이,수묵,,,
,,,,,,4059,"견본채색, 지본묵서",1,종이,수묵,,,
,,,,,,4060,"바가지에 조각, 채색",1,기타,채색,,학습 제외,
,,,,,,4061,"지본묵서, 견본채색",1,종이,수묵,,,
,,,,,,4062,포스터에 수채,1,인쇄물,수채,,,
,,,,,,4063,"①6.8×15.5×10.5㎝, ②6.7×15.5×10.5㎝",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4064,이합장지에 흑연,1,장지,흑연,,,
,,,,,,4065,"인쇄물에 크레용, 사인펜",1,인쇄물,"오일 파스텔, 펜",,,
,,,,,,4066,종이에 연필·펜·수채,1,종이,수채,,,
,,,,,,4067,벨벳 순면지에 석판화,1,종이,석판,,,
,,,,,,4068,"캔버스에 아크릴릭, 목탄, 스프레이 페인트",1,캔버스,"아크릴릭, 목탄, 스프레이",,,
,,,,,,4069,"캔버스에 오일 스틱, 아크릴릭, 연필",1,캔버스,"오일스틱, 아크릴릭, 연필",,,
,,,,,,4070,"패널에 아크릴릭, 폴리머 페인트",1,패널,아크릴릭,,,
,,,,,,4071,"캔버스에 아크릴릭, 오일 파스텔",1,캔버스,"아크릴릭, 오일 파스텔",,,
,,,,,,4072,"캔버스에 아크릴릭, 스프레이 페인트, 오일 스틱",1,캔버스,"아크릴릭, 오일스틱, 스프레이",,,
,,,,,,4073,"캔버스에 아크릴릭, 오일 스틱",1,캔버스,"아크릴릭, 오일스틱",,,
,,,,,,4074,"캔버스에 오일 파스텔, 아크릴릭, 과슈",1,캔버스,"오일 파스텔, 아크릴릭, 과슈",,,
,,,,,,4075,"캔버스에 수묵, 아크릴릭 과슈",1,캔버스,"수묵, 아크릴릭",,,
,,,,,,4076,서머셋 광택지에 디지털 아카이브 프린트,1,종이,디지털 피그먼트 프린트,,,
